,Date,Close_GSPC,Receita,CMV,Lucro Bruto,Despesas Operacionais,EBITDA,Lucro Líquido,Margem Bruta,Margem EBITDA,Margem Líquida,Participação de Mercado,Taxa de Retenção de Clientes,CAC,LTV,Taxa de Churn,Número de Funcionários,Receita por Funcionário,Lucro por Funcionário,Investimentos em P&D,Capex,Nível de Inovação,ROI,ROE,Liquidez Corrente,Endividamento,Crescimento de Receita,Crescimento de Lucro Líquido,Crescimento de Número de Funcionários,Ciclo de Conversão de Caixa,Giro de Estoque,Eficiência Operacional
10,2020-09-24,3246.590087890625,4627256.980753814,2500406.069139154,2126850.9116146597,710416.2428359871,1416434.6687786726,996268.5720809659,0.45963535642409475,0.30610676577291046,0.21530435336199255,0.07567802650547338,0.7881362162699072,2405.9005906452385,9137.521453560139,0.21186378373009285,5000.0,925.4513961507628,199.25371441619316,168361.7173010941,326745.1890728522,0.34676902610190297,2.0122291958668423,1.0694269017018867,0.7005057926902846,616266.5707446737,0.01297599103373237,0.24566579864006477,0.0,44,6.291800520411492,6.513444797210391
11,2020-09-25,3298.4599609375,4657774.705850018,2778615.7864963734,1879158.9193536448,1265205.8531865275,613953.0661671173,431832.2320382438,0.4034456447611089,0.13181252957469403,0.09271213386424125,0.10605630454580524,0.793246915513709,1194.7955507868255,4454.445793943755,0.20675308448629104,5000.0,931.5549411700036,86.36644640764875,156523.59199017272,415145.93713343405,0.3666060212114546,0.7553878771538876,0.39771072277907166,2.1266100707299835,401918.7771444173,0.0065952086134695165,-0.5665503819554902,0.0,60,6.967885422903029,3.681436261236873
12,2020-09-28,3351.60009765625,4727933.286814884,2069962.0866787434,2657971.200136141,1064058.7963620685,1593912.4037740724,1121099.9487179774,0.5621845823308483,0.3371266697478847,0.2371226243493043,0.19110917877382091,0.8747621289359302,168.9301021892763,568.6923705687241,0.1252378710640698,5000.0,945.5866573629769,224.21998974359548,299427.36650590005,393570.42807690153,0.3481102430847183,1.6177539921218678,1.1852663503920087,0.5714278998193594,623890.1720478003,0.008961431934511044,1.2947852170484868,0.0,55,7.037015132263956,4.4433007865536265
13,2020-09-29,3335.469970703125,4748719.392167401,1702338.5556961994,3046380.836471201,1436002.1071198497,1610378.7293513513,1132681.7625720827,0.6415162878429795,0.3391185278303727,0.23852362479879158,0.09891757919571799,0.7626511479786773,1107.567386231729,4567.005880228443,0.23734885202132272,5000.0,949.7438784334801,226.53635251441654,77517.8442867879,338293.9302225652,0.34364438151597443,2.7240252248956085,1.4832673863034707,4.460371911868279,841649.7517931773,0.0043964464157064675,0.01033075941832795,0.0,40,4.969691621416359,3.3069028023167584
14,2020-09-30,3363.0,4778274.554013158,2229913.9470945043,2548360.606918654,634624.6573401394,1913735.9495785146,1346052.185711162,0.5333223484988628,0.4005077414338223,0.28170256239894065,0.05950222953192837,0.8219538833372563,373.23050890592623,1444.551978717998,0.17804611666274373,5000.0,955.6549108026317,269.21043714223237,304607.6500116788,309375.9374837744,0.3451313296920906,2.192326005328489,1.3172870978812323,3.122468459434082,304120.7698837626,0.006223817287352551,0.18837632086046807,0.0,66,7.0812056992049754,7.529292312782214
15,2020-10-01,3380.800048828125,4893498.187522751,1195642.6142767023,3697855.5732460488,1023004.699349763,2674850.873896286,1881392.710448109,0.7556670977573252,0.5466132348258583,0.3844678465898302,0.06285609319393569,0.8344638595589856,1035.6880892929767,3986.604971028127,0.1655361404410144,5000.0,978.6996375045503,376.2785420896218,365444.0624448646,405448.7903994622,0.3390607705873041,2.4405372335551223,2.7745126814443197,2.358484813384762,613265.5212990908,0.024114067161088437,0.39771156751557135,0.0,68,6.402727181954599,4.783456215433938
16,2020-10-02,3348.419921875,4970385.359647148,2118585.093600874,2851800.2660462745,1129898.7720395671,1721901.4940067073,1211122.8145646292,0.5737583828407071,0.346432191754433,0.24366778970446024,0.0697422286210873,0.8138346093637954,732.7378530844352,3586.1901575463794,0.18616539063620463,5000.0,994.0770719294296,242.22456291292585,255283.855415551,563860.123014181,0.3339304160135521,1.4785225143036584,1.2671777414905108,4.052024868975135,400311.258440954,0.01571210802130074,-0.35626261979288487,0.0,84,7.938223047151392,4.398965184000655
17,2020-10-05,3408.60009765625,5032048.109563687,1102886.3044812959,3929161.805082391,994629.6713686547,2934532.133713736,2064043.0533245606,0.780827551631472,0.5831685369097515,0.4101795150570465,0.154064404244138,0.8104854935063773,1221.748048279016,5037.055269778559,0.18951450649362267,5000.0,1006.4096219127374,412.8086106649121,267820.52678225975,480335.365817035,0.3375300177459932,2.758840869586043,1.8703103487240238,1.4739792094402708,436236.51584606426,-0.003057035163648969,1.0511421955805207,0.0,63,4.76574884508,5.059217771614801
18,2020-10-06,3360.969970703125,5110681.102794239,2224691.5801798715,2885989.522614368,1748242.2825596195,1137747.2400547483,800249.9820311312,0.5646976331660505,0.22262145048195056,0.15658382237811677,0.13463413584426556,0.8579486666642351,1038.0501475146468,3381.891657620762,0.14205133333576492,5000.0,1022.1362205588479,160.04999640622623,269753.16684253345,683711.0354013114,0.3314477722901965,0.8393078420226524,0.850357019750932,2.2146873415098214,411109.08122634917,0.015626439079766685,-0.6122900727568807,0.0,80,6.511021281503915,2.923325418780993
19,2020-10-07,3419.43994140625,5083034.773949586,2232465.526295418,2850569.247654168,2072173.4609447622,778395.7867094057,547495.2541280924,0.5608006583514356,0.1531360341461095,0.10771031056761418,0.12968838903618424,0.7936211301209902,550.4720185662472,1708.471715788676,0.20637886987900977,5000.0,1016.6069547899172,109.49905082561848,382562.5589951355,434512.93382487574,0.33154287758926104,0.6700669141825515,0.5058419009043876,1.2427787407763229,499709.642632384,-0.005409519453197342,-0.31584471549942017,0.0,88,4.889738302718946,2.452996754254389
20,2020-10-08,3446.830078125,5039682.442605538,2755151.784557408,2284530.65804813,644543.6820601383,1639986.9759879918,1153507.1251876005,0.4533084542658242,0.3254147448108082,0.2288848827925817,0.16256327301252343,0.7205979341670374,1705.4249016399356,6408.032879248242,0.27940206583296257,5000.0,1007.9364885211077,230.7014250375201,84152.91004950124,555020.5091572426,0.33673133590018667,1.8046856933118067,1.166647324957307,2.827473848426022,557524.1793062637,-0.008528828401140776,1.1068805920968314,0.0,39,7.687769210999177,7.818992851651779
21,2020-10-09,3477.139892578125,5103666.2515593115,1816451.3749380487,3287214.876621263,1783101.8705506918,1504113.0060705713,1057938.3220677776,0.6440889185528007,0.2947122581949835,0.20728987161818196,0.08565027478587048,0.8197049205397184,994.6470664003255,3097.277814123247,0.18029507946028156,5000.0,1020.7332503118623,211.58766441355553,169568.91576464853,562818.6802898599,0.32286026304922566,1.44450606177257,1.4541557070777045,1.980414814855353,533730.5976973785,0.012696000131447338,-0.08285063961289363,0.0,61,4.8356516209185365,2.8622404226310967
22,2020-10-12,3534.219970703125,5084322.165134101,2923828.2746771676,2160493.8904569335,2164021.5443769335,-3527.6539199999534,-2481.2233215843,0.42493253186680185,-0.000693829738837352,-0.0004880145751973324,0.12690300179175676,0.7885453658042406,723.4253868255702,3347.715069324947,0.21145463419575938,5000.0,1016.8644330268203,-0.49624466431686,215211.48944586032,452007.6067891532,0.3402399389705888,-0.0037187534583247935,-0.0024150318238728066,1.1322320751888804,415629.0496563631,0.011274914964284566,-1.0015740638425348,0.0,41,7.110972280463775,2.3494785337721686
23,2020-10-13,3511.929931640625,5066134.294231666,2974872.6035710135,2091261.6906606527,1994229.7706033606,97031.9200572921,68248.71952979438,0.41279239143774316,0.019153049331474152,0.013471557516251164,0.11862247134634958,0.8050418156684263,1768.2390068619968,8404.824568673574,0.19495818433157375,5000.0,1013.2268588463332,13.649743905958877,532657.56617247,453600.3801661011,0.35350221310836405,0.06919966504012874,0.06409063126246155,5.216543689096814,497882.91756530706,-0.0035772459556474567,-28.506076916211036,0.0,49,5.718711974588176,2.540396482346611
24,2020-10-14,3488.669921875,5140958.28919646,2467255.3671473195,2673702.92204914,2420659.7308167373,253043.1912324028,177981.36713307805,0.5200787035498482,0.04922101619928799,0.034620270603459194,0.08746807589374386,0.8295687993983106,2551.780109919913,9231.441628717736,0.17043120060168937,5000.0,1028.191657839292,35.59627342661561,183243.21244087143,543889.7203774919,0.3651534742454965,0.2447714291295035,0.24964477409641272,2.199762415625894,455437.3506135899,0.014769445620497645,1.6078345258240225,0.0,41,7.975446334621884,2.123783951849311
25,2020-10-15,3483.340087890625,5023840.427073052,3585432.245553228,1438408.181519824,1029638.3987622318,408769.7827575923,287513.781436105,0.2863164549909595,0.08136599653021748,0.057229879334287276,0.12617401476666085,0.8447264087981625,139.08431406252976,428.57475567596384,0.15527359120183748,5000.0,1004.7680854146105,57.502756287221004,270404.61309224536,570438.9064980175,0.36083051992005677,0.341934943586422,0.28698930244232207,1.3952622952421294,561790.5775240916,-0.02278132899259777,0.615415063202255,0.0,35,7.420079851342023,4.879227924203687
26,2020-10-16,3483.81005859375,4992540.221942013,1560131.4454670986,3432408.7764749145,1143134.2748590694,2289274.501615845,1610192.3294441493,0.6875074859466562,0.4585390201874741,0.3225196508918283,0.08920585823713713,0.8394306516449741,454.9113588654868,1442.9879785381568,0.1605693483550259,5000.0,998.5080443884026,322.0384658888299,255156.49755414037,565635.8737286611,0.3635261050341765,1.9617535271771702,2.0338525604416047,0.8477798822734036,603466.1343248,-0.00623033426029318,4.60040051437321,0.0,63,4.321934261900391,4.367413637875144
27,2020-10-19,3426.919921875,4997861.972265641,2484961.257048887,2512900.715216754,407212.51841453364,2105688.1968022203,1481064.4072167173,0.5027951410345973,0.4213177971875172,0.29633959789916287,0.1517669715040549,0.8542497367265486,364.123402888071,1449.1102679404328,0.14575026327345142,5000.0,999.5723944531283,296.21288144334346,408582.69544237026,495001.34727782104,0.366840813697884,1.6390997817514044,1.296355407089978,0.42524530437893127,763648.5543965561,-0.004830736593439355,0.802574046539303,0.0,60,6.142623541441428,12.273350514185138
28,2020-10-20,3443.1201171875,5027675.572934968,1552862.6900730936,3474812.882861875,581464.0314561446,2893348.8514057305,2035076.2320775334,0.6911370537843613,0.5754843981941146,0.40477477167237585,0.10815896283706398,0.84460516644883,775.3870839744425,3765.389950518453,0.15539483355117,5000.0,1005.5351145869937,407.0152464155067,88235.24353778853,453145.0353002379,0.373075706035805,3.7590512835921017,1.9347038029344672,1.607949351927649,702218.7756629856,0.005965270916798104,0.3740632899969152,0.0,32,7.63075134105145,8.646580529399722
29,2020-10-21,3435.56005859375,5052434.328878334,2632615.2221313263,2419819.1067470075,1956380.138822813,463438.9679241944,325966.0957173726,0.47894122896679386,0.09172587662848064,0.06451664178082227,0.07981627471088511,0.7060996567303447,608.8938126689906,2488.0051721787004,0.2939003432696553,5000.0,1010.4868657756667,65.19321914347452,173230.2979836577,475372.5694321146,0.3754687358736497,0.5025665350757991,0.3843325152557011,0.8646732595835236,468632.40099942486,0.004924493552576736,-0.8398261005757971,0.0,53,7.596825385379569,2.5825422312447257
30,2020-10-22,3453.489990234375,5131726.303205624,2566080.5612871386,2565645.7419184856,968481.1639580136,1597164.577960472,1123387.4096254662,0.49995763420114775,0.311233390791472,0.21891023473401577,0.11905724072707903,0.741651456060041,119.27202064964756,374.3992638351687,0.258348543939959,5000.0,1026.345260641125,224.67748192509325,644943.1691809726,531139.0575552307,0.38038416929992125,0.9551946148723183,1.5550649259909597,1.7537414061656176,694041.6042055336,0.015693815924351373,2.4463320706810383,0.0,40,7.306654116829041,5.2987363040011575
31,2020-10-23,3465.389892578125,5145659.282457312,1680421.5938392607,3465237.688618051,1134137.1573429063,2331100.531275145,1639611.2357749415,0.6734292922253541,0.4530227135757669,0.31863968167592016,0.11892304836944967,0.7870389631719226,630.4826328851436,2977.0987538964387,0.21296103682807743,5000.0,1029.1318564914623,327.9222471549883,288743.8833533181,543863.0925475889,0.38581084542189314,1.9692499381245643,1.2622713222066135,0.9075239208497929,533452.1893069776,0.0027150667101991655,0.45952431167230423,0.0,61,6.59028678320404,4.53706965611878
32,2020-10-26,3400.969970703125,5235997.981716138,1937909.0679873559,3298088.9137287824,859089.8090879514,2438999.1046408312,1715503.1635751096,0.629887353899974,0.4658136067198083,0.3276363301830075,0.10861215326568872,0.7690201146280364,632.3418649848682,3064.840308160796,0.23097988537196357,5000.0,1047.1995963432278,343.1006327150219,280549.9753365898,377575.1626190186,0.38348882756252856,2.60665193386189,1.593458681753606,0.4742150894541752,405274.29417380085,0.007176937558631247,0.2634424363089072,0.0,41,4.093708800123707,6.094820269460431
33,2020-10-27,3390.679931640625,5337900.62038157,2211561.139808757,3126339.480572813,1314786.4768451822,1811553.003727631,1274180.4221926474,0.5856870899086414,0.3393755584003614,0.238704410742957,0.09081878368615506,0.8399537394862049,931.7585167220559,4363.083222676169,0.1600462605137951,5000.0,1067.5801240763142,254.83608443852947,495662.9282675794,404821.9598064331,0.3799849956484993,1.4149936762602509,1.3583336264331003,1.568469006736073,698052.7097935376,0.019461932380660185,-0.25725556836790986,0.0,63,5.843670415659211,4.059899241730728
34,2020-10-28,3271.030029296875,5278994.423321806,1991315.6536962853,3287678.7696255203,2038736.5151497705,1248942.2544757498,878460.5064425777,0.6227850431326558,0.23658715170414088,0.16640678811132492,0.07949901546739876,0.7751286464470135,228.63716508680434,986.8754753071,0.22487135355298649,5000.0,1055.7988846643611,175.69210128851554,432754.5520689953,551031.130169565,0.37341853846170237,0.8929389015335943,0.7988533421205146,1.7171026986991234,508367.2695153021,-0.011035461551090808,-0.3105681965110586,0.0,37,6.0712443171396835,2.589346089646115
35,2020-10-29,3310.110107421875,5267454.355475979,2693667.14868372,2573787.206792259,1111042.9304397933,1462744.2763524659,1028841.0638648295,0.4886206947605692,0.2776947226570298,0.19532035674789652,0.09629303155302556,0.7858968536044293,192.82195570887833,805.4205673001804,0.2141031463955707,5000.0,1053.4908710951959,205.7682127729659,197667.58639487173,568477.8229927107,0.3719829476562153,1.342879629974201,1.0740983919577862,1.301935743742618,449874.58322751883,-0.0021860352408868966,0.17118647488346905,0.0,49,7.606842432360503,4.740999840025011
36,2020-10-30,3269.9599609375,5250435.9839550415,2234458.4716309677,3015977.512324074,831882.9572515351,2184094.5550725386,1536212.5847626626,0.574424204302402,0.4159834653249703,0.29258762309591413,0.08169420476276966,0.8594555344989122,594.2624004870935,1847.0893619874817,0.1405444655010878,5000.0,1050.0871967910084,307.2425169525325,288073.62648001517,498133.0860519165,0.3825484602956848,1.9539550607694278,1.758194859519348,2.736976847196933,517731.02796313516,-0.0032308531545689467,0.4931485908930364,0.0,66,4.715534938513731,6.311508053130455
37,2020-11-02,3310.239990234375,5346717.45272088,2628292.5082340133,2718424.9444868662,734171.4701218643,1984253.474365002,1395651.64502565,0.5084287637274516,0.37111620202695383,0.26102962375829675,0.07995070579964544,0.7657772973584219,485.9026744187632,1926.5414649946517,0.23422270264157807,5000.0,1069.343490544176,279.13032900513,153260.27085512166,652279.4588299973,0.40034093450340147,1.7325671144379216,1.9772251614689105,1.90536063198543,507402.4664065976,0.02186473307283965,-0.3465498385867777,0.0,50,5.27139272147096,7.282654897817514
38,2020-11-03,3369.159912109375,5319357.606511921,1340393.0591864132,3978964.5473255077,1251446.6920588033,2727517.855266704,1918436.7474815745,0.7480159902117667,0.5127532414680479,0.36065196014139705,0.1446317259220141,0.7863753932426243,1052.9322505294995,5143.437333856108,0.2136246067573757,5000.0,1063.871521302384,383.6873494963149,280045.22022832185,649779.9037974568,0.40700298886844033,2.0632231781127777,1.9301604507410517,0.9176059907215267,362208.77028018114,-0.005117129612868476,0.37458136800771413,0.0,61,5.025605471059691,4.250566676364648
39,2020-11-04,3443.43994140625,5319619.032018567,2459370.0507179513,2860248.981300616,1018505.1838041021,1841743.797496514,1295415.5272498054,0.5376792894537927,0.34621723593571907,0.24351659760835367,0.09437032451757513,0.8480171333940751,135.68694957502234,601.6085841396201,0.15198286660592486,5000.0,1063.9238064037136,259.08310544996107,235544.0156350793,800177.0110305084,0.42836862525465635,1.2507378858767415,1.433742077013261,1.2224635334471377,527251.7525186897,4.9146067248262426e-05,-0.3247546321501814,0.0,38,7.802845903477673,5.222967066451117
40,2020-11-05,3510.449951171875,5437874.623127661,2473048.2549183867,2964826.368209274,529103.9123427031,2435722.455866571,1713198.4881336663,0.5452178605956931,0.44791809754260853,0.3150492806228583,0.1111205765213791,0.8212296980674462,166.20090270881457,612.9631976410542,0.17877030193255383,5000.0,1087.574924625532,342.63969762673327,165874.6493487114,760448.1144795028,0.4364324178350607,1.8494617157561053,2.94564474480405,1.7875085443649967,655059.996894426,0.022230086477493582,0.3225088414455113,0.0,73,4.761588330427714,10.277517319897502
41,2020-11-06,3509.43994140625,5465360.2198043745,2181892.931266213,3283467.2885381617,1015173.4540781073,2268293.8344600545,1595435.2920958411,0.6007778364983396,0.41503098482706147,0.29191768299454335,0.11397596586875848,0.8463399731046236,1137.2896317937953,3986.7446383238876,0.1536600268953764,5000.0,1093.072043960875,319.0870584191682,607588.4241428855,361836.06471109646,0.4332341912143671,1.6457550953575624,1.125103867724927,1.3657814909875232,699198.6800248993,0.005054474143227905,-0.06873879287981088,0.0,81,4.900877617786373,5.383671330105398
42,2020-11-09,3550.5,5373382.907402416,2278288.7745889784,3095094.1328134374,754488.4522829502,2340605.680530487,1646296.8116682523,0.57600476015763,0.43559257191704126,0.3063799546837246,0.14092568000530165,0.792682409536184,2212.616417925174,6642.823728583466,0.20731759046381604,5000.0,1074.6765814804833,329.2593623336505,79801.72847500848,412140.1957208249,0.4420173171022883,3.346526755895866,1.5270428445118864,4.035272283481751,523228.4194559397,-0.004904273528595682,-0.01903596029128951,0.0,62,4.14327438231792,7.121888865420668
43,2020-11-10,3545.530029296875,5466944.487482593,2486215.0789794023,2980729.408503191,606070.8082800508,2374658.6002231403,1670248.3954759547,0.5452276706536947,0.43436669343548023,0.305517716395373,0.11089960003640534,0.7838139424729226,1322.751238795906,6380.763781269156,0.21618605752707742,5000.0,1093.3888974965187,334.0496790951909,227119.45969566252,649191.9567257077,0.43008228321800246,1.9059986714504056,1.8892247748843047,1.5939002427795799,525779.365634533,0.017412044087028677,0.014548764012627391,0.0,38,4.963909625786213,9.020306559553763
44,2020-11-11,3572.659912109375,5425227.099762461,2125354.6257385956,3299872.4740238655,1819793.5215199422,1480078.9525039233,1041033.6438952164,0.6082459615687512,0.27281419289687014,0.19188756982003521,0.06124479737029717,0.814217756998169,1150.9173873205448,3744.629965574245,0.185782243001831,5000.0,1085.0454199524922,208.2067287790433,342914.48027048167,484160.63059355796,0.42159238905056284,1.2586929895734087,0.893934640625943,3.137432477004646,465150.46812229865,-0.007630841654904463,-0.37671926719704285,0.0,34,4.488975369773176,2.9812322308033936
45,2020-11-12,3537.010009765625,5455575.78370005,1538947.1005139214,3916628.6831861287,1175002.4077959335,2741626.275390195,1928360.096493406,0.7179129826934262,0.5025365578426233,0.3534659168799163,0.07412322817039724,0.8041683377289298,1297.9660215553747,4626.9085584171235,0.19583166227107018,5000.0,1091.11515674001,385.6720192986812,198218.3541588653,786193.936263365,0.40419501400531077,1.9588947794082308,2.6077120377279925,1.8995913478382727,576812.2887160997,0.0055939932798236836,0.8523513700076941,0.0,55,4.437119337278178,4.6430337057211695
46,2020-11-13,3585.14990234375,5390818.762135428,3119733.2820410966,2271085.480094332,1862656.956555958,408428.5235383739,287273.7521269288,0.4212876708165759,0.07576372747070166,0.05328944726257742,0.08539275224228013,0.7447670623211453,255.66634156742097,780.4665820641768,0.2552329376788547,5000.0,1078.1637524270857,57.45475042538577,331756.5111028089,377478.8174669869,0.4163907961829161,0.4050471550905805,0.30284257013593396,1.1591127081547983,404381.31096737576,-0.011869878475173956,-0.8510269152274428,0.0,89,5.11338389201017,2.894155439175994
47,2020-11-16,3626.909912109375,5552966.903158781,1949242.7084669762,3603724.194691805,1194060.3473909337,2409663.8473008713,1694869.8116910374,0.6489727487195794,0.4339416908698203,0.3052187850654968,0.07939265072185925,0.8880865300444125,169.4599488951093,794.3205405234895,0.11191346995558749,5000.0,1110.5933806317562,338.97396233820746,131773.19742712274,637550.7542900392,0.3888406488657905,2.203063882137063,1.9662149963644326,2.3157866096141335,335695.03727239324,0.012894006426089177,-8.38295791866588,0.0,39,7.10901447168348,4.6504910034842215
48,2020-11-17,3609.530029296875,5523869.817062343,2843969.0971347964,2679900.719927546,1547921.8579199722,1131978.862007574,796192.7149457126,0.4851491451970438,0.20492497098882995,0.14413676305086007,0.09558989178431826,0.8737715176630666,3609.2086011490073,14796.601276180882,0.1262284823369334,5000.0,1104.7739634124684,159.23854298914253,320998.8351339509,337091.86436720745,0.37596848096435553,1.2098525561130666,0.8337071428430266,1.5412191180238766,527445.084656191,-0.005239917075660405,-0.5302337032297955,0.0,30,4.605200231837096,3.5685714939674478
49,2020-11-18,3567.7900390625,5511744.651471851,2445603.556797738,3066141.094674113,1202808.4967471182,1863332.597926995,1310600.303400732,0.5562922973681906,0.33806584226092773,0.23778320409867873,0.0750392499277038,0.840836564123853,131.6365846109063,463.37555383280613,0.159163435876147,5000.0,1102.3489302943703,262.1200606801464,282762.1301094114,599828.0258291936,0.37388716220416063,1.4849477921119034,1.0651334309894436,1.6947374412296976,436581.7487849614,-0.00219504912172952,0.6460842692966535,0.0,58,4.351123568162335,4.582395839718329
50,2020-11-19,3581.8701171875,5584106.544883563,2831869.2339892066,2752237.3108943566,1223625.1225461853,1528612.1883481713,1075170.1548397767,0.49286977044091207,0.27374337793550196,0.19254112474356372,0.08000472491723792,0.8811282597543247,923.5017246825093,3237.321139257644,0.11887174024567526,5000.0,1116.8213089767125,215.03403096795535,200127.4955246468,554825.3905121187,0.36483389059767735,1.4241553012454036,0.6810471560122993,1.8025548315349225,455406.17123056983,0.013128673040466055,-0.17963535331867675,0.0,89,4.545791135377711,4.563576247326348
